"","nct_number","recruitment","interventions","gender","study_type","city","state_name","phase","cleaned_age","state_code","location","lat","lng"
"993152","NCT00105547","Completed","Drug","All","Interventional","Derrfield Beach","Florida","Not available","Adult, Senior","FL","Derrfield Beach , FL","26.3184123","-80.0997657"
"993153","NCT01584440","Completed","Drug","All","Interventional","Cincinnati","Ohio","Not available","Adult, Senior","OH","Cincinnati , OH","39.1031182","-84.5120196"
"993182","NCT02516046","Recruiting","Drug","All","Interventional","Providence","Rhode Island","Not available","Adult, Senior","RI","Providence , RI","41.8239891","-71.4128343"
"993273","NCT02442765","Recruiting","Drug","All","Interventional","Tampa","Florida","Not available","Adult, Senior","FL","Tampa , FL","27.950575","-82.4571776"
"993454","NCT02442778","Recruiting","Drug","All","Interventional","Atlanta","Georgia","Not available","Adult, Senior","GA","Atlanta , GA","33.7489954","-84.3879824"
"993590","NCT00325728","Completed","Drug","All","Interventional","West Palm Beach","Florida","Not available","Adult, Senior","FL","West Palm Beach , FL","26.7153424","-80.0533746"
"993697","NCT00160147","Terminated","Drug","All","Interventional","Dallas","Texas","Not available","Adult, Senior","TX","Dallas , TX","32.7766642","-96.7969879"
"993796","NCT03001557","Recruiting","Drug","All","Interventional","Greer","South Carolina","Not available","Adult, Senior","SC","Greer , SC","34.9387279","-82.2270568"
"993811","NCT02569398","Recruiting","Drug","All","Interventional","Decatur","Georgia","Phase 3","Adult, Senior","GA","Decatur , GA","33.7748275","-84.2963123"
"993864","NCT01862640","Completed","Drug","All","Interventional","Hickory","North Carolina","Not available","Adult, Senior","NC","Hickory , NC","35.7344538","-81.3444573"
"993878","NCT02008357","Recruiting","Drug","All","Interventional","Baton Rouge","Louisiana","Not available","Adult, Senior","LA","Baton Rouge , LA","30.4582829","-91.1403196"
"993894","NCT00297414","Completed","Other","All","Observational","New York","New York","Not available","Child, Adult, Senior","NY","New York , NY","40.7127753","-74.0059728"
"994130","NCT00088673","Unknown status","Drug","All","Interventional","Rochester","New York","Not available","Adult, Senior","NY","Rochester , NY","43.16103","-77.6109219"
"994222","NCT00937352","Terminated","Drug","All","Interventional","Boulder","Colorado","Not available","Adult, Senior","CO","Boulder , CO","40.0149856","-105.2705456"
"994237","NCT00555204","Terminated","Drug","All","Interventional","Hickory","North Carolina","Not available","Adult, Senior","NC","Hickory , NC","35.7344538","-81.3444573"
"994251","NCT02079909","Completed","Drug","All","Interventional","New York","New York","Not available","Adult, Senior","NY","New York , NY","40.7127753","-74.0059728"
"994487","NCT02565511","Recruiting","Biological","All","Interventional","Bennington","Vermont","Phase 3","Adult, Senior","VT","Bennington , VT","42.8781345","-73.1967741"
"994581","NCT00040378","Unknown status","Drug","Male","Interventional","Grand Rapids","Michigan","Not available","Adult, Senior","MI","Grand Rapids , MI","42.9633599","-85.6680863"
"994593","NCT01767311","Active, not recruiting","Drug","All","Interventional","Indianapolis","Indiana","Not available","Adult, Senior","IN","Indianapolis , IN","39.768403","-86.158068"
"994711","NCT00053599","Completed","Drug","All","Interventional","Durham","North Carolina","Not available","Adult, Senior","NC","Durham , NC","35.9940329","-78.898619"
"994777","NCT02586909","Enrolling by invitation","Drug","All","Interventional","Toms River","New Jersey","Not available","Adult, Senior","NJ","Toms River , NJ","39.9537358","-74.1979458"
"994847","NCT01227564","Completed","Biological","All","Interventional","Eatontown","New Jersey","Not available","Adult, Senior","NJ","Eatontown , NJ","40.2962222","-74.0509725"
"994904","NCT00000172","Completed","Drug","All","Interventional","West Long Branch","New Jersey","Not available","Child, Adult, Senior","NJ","West Long Branch , NJ","40.2903891","-74.0176381"
"994916","NCT00093951","Completed","Drug","All","Interventional","Springfield","Massachusetts","Not available","Adult, Senior","MA","Springfield , MA","42.1014831","-72.589811"
"994932","NCT02916056","Enrolling by invitation","Drug","All","Interventional","Albuquerque","New Mexico","Not available","Adult, Senior","NM","Albuquerque , NM","35.0853336","-106.6055534"
"994969","NCT02080364","Active, not recruiting","Drug","All","Interventional","Pensacola","Florida","Not available","Adult, Senior","FL","Pensacola , FL","30.421309","-87.2169149"
"994978","NCT00838110","Completed","Drug","All","Interventional","Evansville","Indiana","Not available","Adult, Senior","IN","Evansville , IN","37.9715592","-87.5710898"
"994983","NCT02585934","Completed","Drug","All","Interventional","Berlin","New Jersey","Not available","Adult, Senior","NJ","Berlin , NJ","39.7912261","-74.9290536"
"994994","NCT01689233","Completed","Drug","All","Interventional","Des Moines","Iowa","Not available","Child, Adult, Senior","IA","Des Moines , IA","41.6005448","-93.6091064"
"994999","NCT02956486","Recruiting","Drug","All","Interventional","Springfield","Illinois","Not available","Adult, Senior","IL","Springfield , IL","39.7817213","-89.6501481"
"995031","NCT03036280","Recruiting","Drug","All","Interventional","Wichita","Kansas","Not available","Adult, Senior","KS","Wichita , KS","37.6871761","-97.330053"
"995054","NCT00230568","Completed","Drug","All","Interventional","San Antonio","Texas","Not available","Adult, Senior","TX","San Antonio , TX","29.4241219","-98.4936282"
"995136","NCT02880956","Recruiting","Drug","All","Interventional","Providence","Rhode Island","Not available","Adult, Senior","RI","Providence , RI","41.8239891","-71.4128343"
"995227","NCT02547818","Recruiting","Drug","All","Interventional","White Plains","New York","Not available","Adult, Senior","NY","White Plains , NY","41.0339862","-73.7629097"
"995244","NCT02245737","Active, not recruiting","Drug","All","Interventional","Atlanta","Georgia","Phase 3","Adult, Senior","GA","Atlanta , GA","33.7489954","-84.3879824"
"995380","NCT02580305","Recruiting","Drug","All","Interventional","Baton Rouge","Louisiana","Not available","Adult, Senior","LA","Baton Rouge , LA","30.4582829","-91.1403196"
"995396","NCT00348140","Completed","Drug","All","Interventional","Tulsa","Oklahoma","Not available","Adult, Senior","OK","Tulsa , OK","36.1539816","-95.992775"
"995441","NCT00083421","Completed","Drug","All","Interventional","West Palm Beach","Florida","Not available","Adult, Senior","FL","West Palm Beach , FL","26.7153424","-80.0533746"
"995548","NCT00004845","Completed","Drug","All","Interventional","Providence","Rhode Island","Phase 3","Adult, Senior","RI","Providence , RI","41.8239891","-71.4128343"
"995639","NCT00568776","Completed","Drug","All","Interventional","New York","New York","Not available","Adult, Senior","NY","New York , NY","40.7127753","-74.0059728"
"995875","NCT00818662","Completed","Biological","All","Interventional","Franklin","Tennessee","Not available","Adult, Senior","TN","Franklin , TN","35.9250637","-86.8688899"
"995888","NCT00829374","Completed","Drug","All","Interventional","Las Vegas","Nevada","Not available","Adult, Senior","NV","Las Vegas , NV","36.1699412","-115.1398296"
"995968","NCT00594568","Completed","Drug","All","Interventional","Albany","New York","Not available","Adult, Senior","NY","Albany , NY","42.6525793","-73.7562317"
"996059","NCT00428090","Completed","Drug","All","Interventional","Philadelphia","Pennsylvania","Not available","Adult, Senior","PA","Philadelphia , PA","39.9525839","-75.1652215"
"996206","NCT00905372","Completed","Drug","All","Interventional","Rockville","Maryland","Not available","Adult, Senior","MD","Rockville , MD","39.0839973","-77.1527578"
"996217","NCT01127633","Terminated","Drug","All","Interventional","Indianapolis","Indiana","Not available","Adult, Senior","IN","Indianapolis , IN","39.768403","-86.158068"
"996335","NCT00056225","Completed","Drug","All","Interventional","Pawtucket","Rhode Island","Not available","Adult, Senior","RI","Pawtucket , RI","41.878711","-71.3825558"
"996344","NCT01524887","Terminated","Biological","All","Interventional","San Antonio","Texas","Not available","Adult, Senior","TX","San Antonio , TX","29.4241219","-98.4936282"
"996426","NCT00672945","Terminated","Drug","All","Interventional","Houston","Texas","Not available","Adult, Senior","TX","Houston , TX","29.7604267","-95.3698028"
"996523","NCT00231946","Completed","Drug","All","Interventional","Omaha","Nebraska","Not available","Adult, Senior","NE","Omaha , NE","41.2523634","-95.9979883"
"996548","NCT02760602","Terminated","Drug","All","Interventional","Tampa","Florida","Not available","Adult, Senior","FL","Tampa , FL","27.950575","-82.4571776"
"996729","NCT00151398","Completed","Drug","All","Interventional","Houston","Texas","Not available","Adult, Senior","TX","Houston , TX","29.7604267","-95.3698028"
"996826","NCT02006641","Completed","Drug","All","Interventional","Charlotte","North Carolina","Not available","Adult, Senior","NC","Charlotte , NC","35.2270869","-80.8431267"
"996890","NCT02484547","Recruiting","Drug","All","Interventional","Columbus","Georgia","Not available","Adult, Senior","GA","Columbus , GA","32.4609764","-84.9877094"
"996921","NCT02477800","Recruiting","Drug","All","Interventional","Boston","Massachusetts","Not available","Adult, Senior","MA","Boston , MA","42.3600825","-71.0588801"
"997050","NCT00440050","Completed","Drug","All","Interventional","Amherst","New York","Not available","Adult, Senior","NY","Amherst , NY","42.9790067","-78.792272"
"997075","NCT02051608","Active, not recruiting","Drug","All","Interventional","East Providence","Rhode Island","Not available","Adult, Senior","RI","East Providence , RI","41.8137116","-71.3700545"
"997136","NCT00257673","Completed","Drug","All","Interventional","Towson","Maryland","Not available","Adult, Senior","MD","Towson , MD","39.4014955","-76.6019125"
"997137","NCT00087724","Terminated","Drug","All","Interventional","New Orleans","Louisiana","Not available","Adult, Senior","LA","New Orleans , LA","29.9510658","-90.0715323"
"997158","NCT00676143","Terminated","Drug","All","Interventional","Port Charlotte","Florida","Not available","Adult, Senior","FL","Port Charlotte , FL","26.9761707","-82.0906448"
"997188","NCT00359944","Completed","Drug","All","Interventional","Tacoma","Washington","Not available","Adult, Senior","WA","Tacoma , WA","47.2528768","-122.4442906"
"997197","NCT00895895","Terminated","Drug","All","Interventional","Allentown","Pennsylvania","Not available","Adult, Senior","PA","Allentown , PA","40.6084305","-75.4901833"
"997217","NCT01955161","Completed","Drug","All","Interventional","New York","New York","Not available","Adult, Senior","NY","New York , NY","40.7127753","-74.0059728"
"997453","NCT00998764","Terminated","Drug","All","Interventional","Springfield","Massachusetts","Not available","Adult, Senior","MA","Springfield , MA","42.1014831","-72.589811"
"997469","NCT00575055","Completed","Drug","All","Interventional","Walnut Creek","California","Not available","Adult, Senior","CA","Walnut Creek , CA","37.9100783","-122.0651819"
"997478","NCT00090116","Completed","Drug","All","Interventional","Wichita","Texas","Not available","Adult, Senior","TX","Wichita , TX","33.9309651","-98.7481167"
"997479","NCT00574132","Completed","Drug","All","Interventional","San Francisco","California","Not available","Adult, Senior","CA","San Francisco , CA","37.7749295","-122.4194155"
"997606","NCT01723826","Completed","Drug","All","Interventional","Mount Arlington","New Jersey","Not available","Adult, Senior","NJ","Mount Arlington , NJ","40.9259319","-74.6348828"
"997622","NCT00939783","Terminated","Drug","All","Interventional","Lake Charles","Louisiana","Not available","Adult, Senior","LA","Lake Charles , LA","30.2265949","-93.2173758"
"997639","NCT00566397","Completed","Drug","All","Interventional","Indianapolis","Indiana","Not available","Adult, Senior","IN","Indianapolis , IN","39.768403","-86.158068"
"997757","NCT01343966","Completed","Drug","All","Interventional","Toledo","Ohio","Not available","Adult, Senior","OH","Toledo , OH","41.6639383","-83.555212"
"997796","NCT03114657","Recruiting","Drug","All","Interventional","Augusta","Georgia","Not available","Adult, Senior","GA","Augusta , GA","33.4734978","-82.0105148"
"997803","NCT01677754","Completed","Drug","All","Interventional","Winston-Salem","North Carolina","Not available","Adult, Senior","NC","Winston-Salem , NC","36.0998596","-80.244216"
"997870","NCT02079246","Completed","Drug","All","Interventional","Boston","Massachusetts","Not available","Adult, Senior","MA","Boston , MA","42.3600825","-71.0588801"
"997999","NCT00810147","Completed","Drug","All","Interventional","Dallas","Texas","Not available","Adult, Senior","TX","Dallas , TX","32.7766642","-96.7969879"
"998098","NCT01712074","Terminated","Drug","All","Interventional","Cordova","Tennessee","Not available","Adult, Senior","TN","Cordova , TN","35.1598391","-89.761545"
"998125","NCT02783573","Recruiting","Drug","All","Interventional","Jacksonville","Florida","Not available","Adult, Senior","FL","Jacksonville , FL","30.3321838","-81.655651"
"998196","NCT00506415","Completed","Drug","All","Interventional","Roseville","Michigan","Not available","Adult, Senior","MI","Roseville , MI","42.4972583","-82.9371409"
"998197","NCT02791191","Recruiting","Drug","All","Interventional","Monroe","New Jersey","Not available","Adult, Senior","NJ","Monroe , NJ","40.336419","-74.4330474"
"998201","NCT01766336","Terminated","Drug","All","Interventional","Abington","Pennsylvania","Not available","Adult, Senior","PA","Abington , PA","40.1240795","-75.1195107"
