"nct_number","locnum","state","city","institution"
"NCT03101085",1," Kansas"," Fairway","Clinical and Translational Science Unit"
"NCT03101085",2," Kansas"," Kansas City","University of Kansas Medical Center"
"NCT03108846",1," Maryland"," Baltimore","Johns Hopkins University"
"NCT03114657",1," Arizona"," Scottsdale","Imaging End Points Clinical Research"
"NCT03114657",2," Arizona"," Tempe"," Inc.,Radiant Research"
"NCT03114657",3," Arizona"," Tucson","University of Arizona"
"NCT03114657",4," Arkansas"," Fayetteville"," PLLC,Health Initiatives Research"
"NCT03114657",5," Arkansas"," Jonesboro","NEA Baptist Clinic"
"NCT03114657",6," Arkansas"," Little Rock","Clinical Trials Inc."
"NCT03114657",7," California"," Carlsbad"," LLC,The Research Center of Southern California"
"NCT03114657",8," California"," Costa Mesa"," Inc,ATP Clinical Research"
"NCT03114657",9," California"," Laguna Hills","Senior Clinical Trials"
"NCT03114657",10," California"," Orange","Uci Medical Center"
"NCT03114657",11," California"," Pasadena","Neuro-Therapeutics Inc."
"NCT03114657",12," California"," Rancho Mirage","Desert Valley Medical Group"
"NCT03114657",13," California"," Redlands"," Inc.,Anderson Clinical Research"
"NCT03114657",14," California"," Sacramento"," Department of Neurology, Davis; Alzheimers Disease Center,University of California"
"NCT03114657",15," California"," San Diego","Sharp Mesa Vista Hospital"
"NCT03114657",16," California"," San Francisco","UCSF - Memory and Aging Center"
"NCT03114657",17," Colorado"," Centennial","1st Allergy and Clinical Research Center"
"NCT03114657",18," Colorado"," Colorado Springs","MCB Clinical Research Centers"
"NCT03114657",19," Connecticut"," Norwalk"," Inc.,Research Center for Clinical Studies"
"NCT03114657",20," Connecticut"," Stamford"," LLC; New England Institute for Clinical Research,KI Health Partners"
"NCT03114657",21," District of Columbia"," D.C."," Washington,Georgetown University Hospital"
"NCT03114657",22," Florida"," Atlantis","JEM Research LLC"
"NCT03114657",23," Florida"," Bradenton","Bradenton Research Center"
"NCT03114657",24," Florida"," Fort Myers","Neuropsychiatric Research; Center of Southwest Florida"
"NCT03114657",25," Florida"," Gainesville","University of Florida"
"NCT03114657",26," Florida"," Lake Worth","Alzheimer's Research and Treatment Center"
"NCT03114657",27," Florida"," Miami Beach","Mount Sinai Medical Center"
"NCT03114657",28," Florida"," Ocala","Renstar Medical Research"
"NCT03114657",29," Florida"," Orlando","Compass Research"
"NCT03114657",30," Florida"," Ormond Beach","Neurology Associates Of Ormond Beach"
"NCT03114657",31," Florida"," Port Orange","Progressive Medical Research"
"NCT03114657",32," Florida"," Saint Petersburg","Meridien Research"
"NCT03114657",33," Florida"," Saint Petersburg"," Inc,Suncoast Neuroscience Associates"
"NCT03114657",34," Georgia"," Augusta","Augusta University"
"NCT03114657",35," Georgia"," Columbus","Columbus Memory Center"
"NCT03114657",36," Hawaii"," Honolulu","Hawaii Pacific Neuroscience"
"NCT03114657",37," Idaho"," Meridian","Advanced Clinical Research"
"NCT03114657",38," Illinois"," Springfield"," School of Medicine,Southern Illinois University"
"NCT03114657",39," Kansas"," Topeka","Cotton O'Neil Clinical Research Center"
"NCT03114657",40," Louisiana"," Baton Rouge","Pennington Biomedical Research Center"
"NCT03114657",41," Louisiana"," Lake Charles"," LLC,Lake Charles Clinical Trials"
"NCT03114657",42," Massachusetts"," Belmont","McLean Hospital; First Episode Clinic"
"NCT03114657",43," Massachusetts"," Winchester","Alzheimers Disease Center; Neurology"
"NCT03114657",44," Minnesota"," Saint Paul","Health Partners Institute for Education and Research"
"NCT03114657",45," Mississippi"," Flowood","Precise Research Centers"
"NCT03114657",46," Mississippi"," Jackson","University of Mississippi Medical Center"
"NCT03114657",47," Mississippi"," Olive Branch","Olive Branch Family Medical Center; Family Medicine"
"NCT03114657",48," Nebraska"," Omaha","University of Nebraska Medical Center; Dept of Neurological Sciences"
"NCT03114657",49," Nevada"," Las Vegas","Cleveland Clinic Lou Ruvo; Center for Brain Research"
"NCT03114657",50," New Jersey"," Monroe","Pyramid Clinical Research"
"NCT03114657",51," New Jersey"," Springfield","The Cognitive and Research Center of New Jersey"
"NCT03114657",52," New Jersey"," Toms River","Advanced Memory Research Institute of NJ"
"NCT03114657",53," New Mexico"," Albuquerque","The Regents of the University of New Mexico"
"NCT03114657",54," New York"," Buffalo","State University of New York at Buffalo; Department of Neurology"
"NCT03114657",55," New York"," New York","Columbia University Medical Center"
"NCT03114657",56," New York"," Rochester","University of Rochester Medical Center; Monroe Community Hospital"
"NCT03114657",57," New York"," Staten Island","Richmond Behavioral Associates"
"NCT03114657",58," New York"," White Plains","Burke Medical Research Institutes"
"NCT03114657",59," North Carolina"," Charlotte","Behavioral Health Research"
"NCT03114657",60," North Carolina"," Greensboro","Guilford Neurologic Associates"
"NCT03114657",61," North Carolina"," Raleigh","Wake Research Associates"
"NCT03114657",62," Ohio"," Canton"," LLC,Ohio Clinical Research Partners"
"NCT03114657",63," Ohio"," Centerville","Dayton Center for Neuro Disorders"
"NCT03114657",64," Ohio"," Cincinnati","Carl and Edyth Lindner Center at Christ Hospital"
"NCT03114657",65," Ohio"," Cincinnati","University of Cincinnati; Department of Psychiatry and Behavioral Neuroscience"
"NCT03114657",66," Ohio"," Columbus","Ohio State University; College of Medicine"
"NCT03114657",67," Ohio"," Westerville","MDH Research LLC"
"NCT03114657",68," Oklahoma"," Oklahoma City","Ips Research Company"
"NCT03114657",69," Oregon"," Portland","Summit Research Network Inc."
"NCT03114657",70," Pennsylvania"," Norristown"," LLC,Keystone Clinical Studies"
"NCT03114657",71," Pennsylvania"," Philadelphia","Drexel Univ College of Med; Clinical Research Group"
"NCT03114657",72," Pennsylvania"," Philadelphia","Thomas Jefferson University"
"NCT03114657",73," Pennsylvania"," Plains","Northeastern Pennsylvania Memory"
"NCT03114657",74," Pennsylvania"," Willow Grove","Abington Neurological Associates"
"NCT03114657",75," Tennessee"," Cordova","Neurology Clinic PC"
"NCT03114657",76," Texas"," Austin","Senior Adults Specialty Research"
"NCT03114657",77," Texas"," Beaumont"," LLC,Gadolin Research"
"NCT03114657",78," Texas"," Dallas","Texas Neurology PA"
"NCT03114657",79," Texas"," Dallas","Texas Alzheimer's and Memory Disorders"
"NCT03114657",80," Texas"," DeSoto","InSite Clinical Research"
"NCT03114657",81," Texas"," Houston","Alzheimers Disease & Memory Disorders Center; Department of Neurology Baylor College of Medicine"
"NCT03114657",82," Texas"," Houston","McGovern Medical School of UT Health Houston"
"NCT03114657",83," Texas"," San Antonio"," Inc,Clinical Trials of Texas"
"NCT03114657",84," Utah"," Salt Lake City"," Center for Alzheimer's Care Imaging & Research,University of Utah"
"NCT03114657",85," Virginia"," Norfolk","Sentara Medical Group"
"NCT03114657",86," Virginia"," Richmond","National Clinical Research Inc.-Richmond"
"NCT03114657",87," Washington"," Spokane","Frontier Institute"
"NCT03114657",88," West Virginia"," Huntington","Marshall Health"
"NCT03117738",1," California"," Costa Mesa","ATP Clinical Research"
"NCT03117738",2," California"," Santa Ana","Syrentis Clinical Research"
"NCT03117738",3," Hawaii"," Honolulu","Valden Medical"
"NCT03117829",1," Wisconsin"," Madison","University of Wisconsin-Madison"
"NCT03118947",1," California"," Costa Mesa"," Inc.,ATP Clinical Research"
"NCT03118947",2," California"," Fresno","Neuropain Medical Center"
"NCT03118947",3," California"," Fullerton","Neurology Center of North Orange County"
"NCT03118947",4," California"," Pasadena","SC3 Research Group"
"NCT03118947",5," California"," San Diego","Pacific Research Network"
"NCT03118947",6," Connecticut"," Danbury"," PC,Associated Neurologists"
"NCT03118947",7," District of Columbia"," D.C."," Washington,Georgetown University Medical Center"
"NCT03118947",8," Florida"," Boca Raton","Parkinson's Disease and Movement Disorders Center of Boca Raton"
"NCT03118947",9," Florida"," Miami","Miami Jewish Health Systems"
"NCT03118947",10," Florida"," Naples","Collier Neurologic Specialists LLC"
"NCT03118947",11," Georgia"," Atlanta","Emory Brain Health Center"
"NCT03118947",12," Maine"," Bangor","Acadia Hospital"
"NCT03118947",13," Massachusetts"," Quincy","Alzheimer's Disease Center"
"NCT03118947",14," Massachusetts"," Winchester","Alzheimers Disease Center"
"NCT03118947",15," Michigan"," Clinton","Michigan Neurology Associates"
"NCT03118947",16," Mississippi"," Flowood","Precise Research Centers"
"NCT03118947",17," Mississippi"," Jackson","University of Mississippi Medical Center"
"NCT03118947",18," New Jersey"," Eatontown"," Inc.,Memory Enhancement Center of America"
"NCT03118947",19," New Jersey"," Marlton"," Inc.,Pharmaceutical Research Associates"
"NCT03118947",20," New Jersey"," Toms River","Bio Behavioral Health"
"NCT03118947",21," North Carolina"," Charlotte"," PLLC,ANI Neurology"
"NCT03118947",22," Pennsylvania"," Jenkintown"," LLC,The Clinical Trial Center"
"NCT03118947",23," Pennsylvania"," Willow Grove"," Ltd.,Abington Neurological Associates"
"NCT03118947",24," South Carolina"," Charleston","Roper St. Francis Healthcare"
"NCT03118947",25," Texas"," DeSoto"," LLC,Insite Clinical Research"
"NCT03119259",1," Indiana"," Indianapolis","Eskenazi Health"
"NCT03119259",2," Indiana"," Indianapolis","IU Health"
"NCT03121950",1," Ohio"," Columbus","Ohio State University"
"NCT03123224",1," California"," Palo Alto","VA Palo Alto Health Care System"
"NCT03124550",1," Massachusetts"," Boston","Northeastern University"
"NCT03130036",1," North Carolina"," Winston-Salem","Wake Forest School of Medicine"
"NCT03131453",1," Arizona"," Phoenix"," 901 East Willetta Street,Banner Alzheimer's Institute"
"NCT03131453",2," Arizona"," Sun City"," Building B, 10515 West Santa Fe Drive,Banner Sun Health Research Institute"
"NCT03131453",3," California"," Costa Mesa"," 3151 Airway Avenue T 3,ATP Clinical Research Inc"
"NCT03131453",4," California"," Lomita"," 25043 Narbonne Avenue,Torrance Clinical Research Institute"
"NCT03131453",5," California"," Santa Ana"," Suite 130, 1401 N Tustin Ave,Syrentis Clinical Research"
"NCT03131453",6," Colorado"," Denver","Novartis Investigative Site"
"NCT03131453",7," Florida"," Hollywood"," Suite 200, 4925 Sheridan Street,Infinity Clinical Research LLC"
"NCT03131453",8," Florida"," Maitland"," Pkwy Ste 230, 2300 Maitland center,Meridien Research"
"NCT03131453",9," Florida"," Miami"," Suite 405, 11880 SW 40 St.,New Horizon Research Center"
"NCT03131453",10," Hawaii"," Honolulu"," 2230 Liliha st 104,Hawaii Pacific Neuroscience"
"NCT03131453",11," Mississippi"," Hattiesburg"," 415 South 28th Avenue,Hattiesburg Clinic"
"NCT03131453",12," North Carolina"," Charlotte","Novartis Investigative Site"
"NCT03131453",13," Oregon"," Portland"," Suite 350, 2701 NW Vaughn St,Summit Research Network"
"NCT03131453",14," Pennsylvania"," Willow Grove"," Suite 100, 2325 Maryland Road,Abington Neurological Associate Ltd."
"NCT03131453",15," Rhode Island"," East Providence"," 1018 Waterman Ave,Rhode Island Hospital and Memory Research Institute"
"NCT03131453",16," Wisconsin"," Middleton","Novartis Investigative Site"
"NCT03136679",1," Texas"," Dallas","Baylor AT&T Memory Center"
"NCT03140865",1," North Carolina"," Winston-Salem","Wake Forest Baptist Health"
"NCT03144921",1," Arizona"," Phoenix","Arizona State University College of Nursing and Health Innovation"
"NCT03149380",1," New York"," New York","Weill Medical College of Cornell University"
"NCT03153371",1," California"," Los Angeles","UCLA Department of Neurology"
"NCT03160027",1," California"," San Francisco","San Francisco Veterans Affairs Medical Center"
"NCT03179501",1," Hawaii"," Honolulu","University of Hawaii Clinics at Kakaako"
"NCT03185208",1," Pennsylvania"," Pittsburgh","University of Pittsburgh Medical Center"
"NCT03204604",1," North Carolina"," Winston-Salem","Wake Forest School of Medicine"
"NCT03218982",1," California"," Sacramento"," Davis,University of California"
"NCT03226522",1," Florida"," Brooksville","Meridian Research"
"NCT03233646",1," North Carolina"," Durham","Duke University Medical Center"
"NCT03239561",1," Connecticut"," New Haven","Molecular NeuroImaging"
"NCT03244917",1," Massachusetts"," Boston","Hebrew SeniorLife"
"NCT03259958",1," Arizona"," Phoenix","Celerion Inc."
"NCT03269149",1," Georgia"," Atlanta"," Wesley Woods, Executive Park, Emory University,Atlanta VA Medical Center"
"NCT03274817",1," New York"," New York","New York University School of Medicine"
"NCT03277573",1," California"," San Diego"," San Diego,University of California"
"NCT03277573",2," California"," San Francisco"," San Francisco,University of California"
"NCT03278119",1," New York"," New York","NYU Center for Brain Health"
"NCT03279523",1," Missouri"," Saint Louis","Washington University School of Medicine"
"NCT03282916",1," New York"," New York","New York State Psychiatric Institute"
"NCT03284112",1," New York"," New York","Columbia University Medical Center"
"NCT03287765",1," Missouri"," Saint Louis","Washington University School of Medicine"
"NCT03289143",1," Florida"," Atlantis","JEM Research LLC"
"NCT03289143",2," Florida"," Delray Beach"," Inc.,Brain Matters Research"
"NCT03289143",3," Florida"," Orlando"," LLC,Compass Research East"
"NCT03289143",4," New York"," Latham","Empire Neurology PC; MS Center of Northeastern NY"
"NCT03289143",5," Tennessee"," Knoxville","New Orleans Center For Clinical Research"
"NCT03289143",6," Vermont"," Bennington"," Inc.,Clinical Neuroscience Research Associates"
"NCT03289377",1," Washington"," Seattle","University of Washington"
"NCT03290326",1," Massachusetts"," Boston","Beth Israel Deaconess Medical Center"
"NCT03297177",1," Montana"," Stevensville","Global Alliance for Regenerative Medicine-USA"
"NCT03297268",1," Virginia"," Charlottesville","University of Virginia"
"NCT03298672",1," New Jersey"," Newark","Biotrial Inc."
"NCT03299062",1," Arkansas"," Little Rock","University of Arkansas for Medical Sciences"
"NCT03300180",1," Indiana"," Indianapolis","Eskenazi Hospital"
"NCT03300180",2," Indiana"," Indianapolis","IU Health-Primary Care Clinics"
"NCT03300726",1," Ohio"," Columbus","The Ohio State University Wexner Medical Center"
"NCT03307993",1," Maryland"," Baltimore","Johns Hopkins Hospital"
"NCT03311711",1," Georgia"," Atlanta","Cognitive & Behavioral Neurology Clinic"
"NCT03313895",1," Minnesota"," Minneapolis","University of Minnesota"
"NCT03316898",1," California"," Costa Mesa","ATP Clinical Research"
"NCT03316898",2," California"," Lemon Grove","Synergy Research Centers"
"NCT03316898",3," California"," Long Beach","Collaborative Neuroscience"
"NCT03316898",4," California"," Long Beach","Tibor Rubin VA Medical Center"
"NCT03322462",1," California"," Santa Ana","Syrentis Clinical Research"
"NCT03322462",2," Florida"," Delray Beach","Brain Matters Research"
"NCT03322462",3," Vermont"," Bennington","The Memory Clinic"
"NCT03325556",1," California"," Costa Mesa","ATP Clinical Research Inc."
"NCT03325556",2," Connecticut"," Danbury"," P.C.,Associated Neurologists"
"NCT03325556",3," Florida"," Miami"," Inc.,Premier Clinical Research Institute"
"NCT03325556",4," Florida"," Naples","Collier Neurologic Specialists LLC"
"NCT03325556",5," Florida"," Orange City","Medical Research Group of Central Florida"
"NCT03325556",6," Massachusetts"," Quincy","Alzheimer Disease Center"
"NCT03325556",7," New Jersey"," Toms River","BioBehavioral Health"
"NCT03325556",8," New York"," Albany"," PC,Neurological Associates of Albany"
"NCT03325556",9," New York"," Staten Island","Richmond Behavioral Associates"
"NCT03325556",10," Pennsylvania"," Willow Grove","Abington Neurological Associates Ltd."
"NCT03330353",1," Massachusetts"," Boston","Massachusetts General Hospital"
"NCT03330587",1," California"," San Francisco","Institute for Health & Aging"
"NCT03333252",1," Florida"," Miami","University of Miami Miller School of Medicine"
"NCT03333837",1," North Carolina"," Winston-Salem","Wake Forest Baptist Health"
